Country or Area,Year,Value,Value Footnotes
Luxembourg,1967,974721762.5,
Luxembourg,1968,1066447131,
Luxembourg,1969,1234878981,
Luxembourg,1970,1445204631,
Luxembourg,1971,1505684113,
Luxembourg,1972,1885307919,
Luxembourg,1973,2587382708,
Luxembourg,1974,3156198934,
Luxembourg,1975,3096414882,
Luxembourg,1976,3394079657,
Luxembourg,1977,3756663105,
Luxembourg,1978,4677872753,
Luxembourg,1979,5469434740,
Luxembourg,1980,5967924324,
Luxembourg,1981,5010110736,
Luxembourg,1982,4562651737,
Luxembourg,1983,4485226128,
Luxembourg,1984,4400183011,
Luxembourg,1985,4537763200,
Luxembourg,1986,6627975487,
Luxembourg,1987,8249188100,
Luxembourg,1988,9336997886,
Luxembourg,1989,9951164658,
Luxembourg,1990,12668658432,
Luxembourg,1991,13714989141,
Luxembourg,1992,15384954868,
Luxembourg,1993,15788267747,
Luxembourg,1994,17549235946,
Luxembourg,1995,20673371648,
Luxembourg,1996,20579153094,
Luxembourg,1997,18514433920,
Luxembourg,1998,19351522561,
Luxembourg,1999,21185382485,
Luxembourg,2000,20267551133,
Luxembourg,2001,20196868009,
Luxembourg,2002,22568793525,
Luxembourg,2003,29144582393,
Luxembourg,2004,34077095478,
Luxembourg,2005,37643013481,
Luxembourg,2006,42544669011,
Luxembourg,2007,51320626630,
Luxembourg,2008,54742739957,
Luxembourg,2009,50047718739,
Luxembourg,2010,52507236842,
Luxembourg,2011,59200833333,
Luxembourg,2012,57117125225,
Macao,1982,1021654718,
Macao,1983,1016585687,
Macao,1984,1182693473,
Macao,1985,1222072821,
Macao,1986,1376075268,
Macao,1987,1786734514,
Macao,1988,2087122776,
Macao,1989,2478807841,
Macao,1990,2990180516,
Macao,1991,3464946372,
Macao,1992,4581185871,
Macao,1993,5280218135,
Macao,1994,5868546011,
Macao,1995,6560672251,
Macao,1996,6628525683,
Macao,1997,6674552885,
Macao,1998,6186475688,
Macao,1999,5916957025,
Macao,2000,6101794939,
Macao,2001,6514271488,
Macao,2002,7008026415,
Macao,2003,7926373572,
Macao,2004,10258324479,
Macao,2005,11792570016,
Macao,2006,14568709574,
Macao,2007,18054684854,
Macao,2008,20731022857,
Macao,2009,21313263933,
Macao,2010,28359706123,
Macao,2011,36796998498,
Macao,2012,43582271462,
Macedonia,1990,4471828622,
Macedonia,1991,4694744807,
Macedonia,1992,2316618515,
Macedonia,1993,2550194959,
Macedonia,1994,3381270267,
Macedonia,1995,4449375526,
Macedonia,1996,4422159849,
Macedonia,1997,3735312201,
Macedonia,1998,3571043202,
Macedonia,1999,3673288166,
Macedonia,2000,3586883989,
Macedonia,2001,3436961385,
Macedonia,2002,3791306758,
Macedonia,2003,4756221629,
Macedonia,2004,5514253043,
Macedonia,2005,5985809060,
Macedonia,2006,6560546900,
Macedonia,2007,8159825620,
Macedonia,2008,9834038367,
Macedonia,2009,9313573965,
Macedonia,2010,9338675752,
Macedonia,2011,10395193850,
Macedonia,2012,9617364880,
Madagascar,1960,673081724.9,
Madagascar,1961,699161943.3,
Madagascar,1962,739286907,
Madagascar,1963,759345862.9,
Madagascar,1964,802482183.8,
Madagascar,1965,833563473.1,
Madagascar,1966,900264582.9,
Madagascar,1967,956436931.6,
Madagascar,1968,1031669637,
Madagascar,1969,1056391055,
Madagascar,1970,1111859570,
Madagascar,1971,1199507630,
Madagascar,1972,1341590682,
Madagascar,1973,1653062348,
Madagascar,1974,1917508190,
Madagascar,1975,2283049234,
Madagascar,1976,2181844194,
Madagascar,1977,2358930407,
Madagascar,1978,2669755115,
Madagascar,1979,3463565882,
Madagascar,1980,4042139902,
Madagascar,1981,3594868209,
Madagascar,1982,3526198069,
Madagascar,1983,3511573992,
Madagascar,1984,2939485472,
Madagascar,1985,2857889713,
Madagascar,1986,3258288890,
Madagascar,1987,2565634382,
Madagascar,1988,2442507588,
Madagascar,1989,2498059015,
Madagascar,1990,3081479800,
Madagascar,1991,2653141959,
Madagascar,1992,3024459294,
Madagascar,1993,3370842211,
Madagascar,1994,2977040884,
Madagascar,1995,3159901109,
Madagascar,1996,3995028429,
Madagascar,1997,3545776813,
Madagascar,1998,3738704582,
Madagascar,1999,3717515283,
Madagascar,2000,3877673635,
Madagascar,2001,4529575233,
Madagascar,2002,4397254715,
Madagascar,2003,5474030228,
Madagascar,2004,4363934417,
Madagascar,2005,5038577520,
Madagascar,2006,5515236338,
Madagascar,2007,7342905883,
Madagascar,2008,9394330368,
Madagascar,2009,8589560142,
Madagascar,2010,8837041787,
Madagascar,2011,9911781297,
Madagascar,2012,9975124872,
Malawi,1960,162960130.5,
Malawi,1961,174580139.8,
Malawi,1962,183120146.6,
Malawi,1963,190820152.8,
Malawi,1964,194740155.9,
Malawi,1965,229460183.7,
Malawi,1966,260400208.5,
Malawi,1967,269812781.8,
Malawi,1968,245160098.1,
Malawi,1969,265800106.4,
Malawi,1970,290520116.3,
Malawi,1971,365389567.2,
Malawi,1972,406084197.4,
Malawi,1973,444302221.3,
Malawi,1974,548618789.9,
Malawi,1975,613196872.6,
Malawi,1976,670309253,
Malawi,1977,806265763.9,
Malawi,1978,948983346.7,
Malawi,1979,1058297637,
Malawi,1980,1237662106,
Malawi,1981,1237686925,
Malawi,1982,1180094061,
Malawi,1983,1223225050,
Malawi,1984,1208026105,
Malawi,1985,1131349974,
Malawi,1986,1183671771,
Malawi,1987,1183071377,
Malawi,1988,1379923808,
Malawi,1989,1590201669,
Malawi,1990,1880784193,
Malawi,1991,2203536041,
Malawi,1992,1799529369,
Malawi,1993,2070647130,
Malawi,1994,1181801915,
Malawi,1995,1397454123,
Malawi,1996,2281039099,
Malawi,1997,2663238981,
Malawi,1998,1750585205,
Malawi,1999,1775920039,
Malawi,2000,1743506287,
Malawi,2001,1716502069,
Malawi,2002,2665158943,
Malawi,2003,2424656666,
Malawi,2004,2625127098,
Malawi,2005,2754995877,
Malawi,2006,3116789658,
Malawi,2007,3647817219,
Malawi,2008,4276769712,
Malawi,2009,5030639934,
Malawi,2010,5398616985,
Malawi,2011,5621000678,
Malawi,2012,4263794984,
Malaysia,1960,2441020462,
Malaysia,1961,2422724545,
Malaysia,1962,2543810831,
Malaysia,1963,2708474919,
Malaysia,1964,2899751388,
Malaysia,1965,3187851274,
Malaysia,1966,3392767687,
Malaysia,1967,3515850937,
Malaysia,1968,3667209742,
Malaysia,1969,4050763016,
Malaysia,1970,4276665286,
Malaysia,1971,4514334715,
Malaysia,1972,5364357955,
Malaysia,1973,8150688760,
Malaysia,1974,10100863611,
Malaysia,1975,9890359225,
Malaysia,1976,11753574870,
Malaysia,1977,13975278668,
Malaysia,1978,16658322459,
Malaysia,1979,21602645098,
Malaysia,1980,24937045114,
Malaysia,1981,25463038429,
Malaysia,1982,27287163523,
Malaysia,1983,30682563370,
Malaysia,1984,34565849169,
Malaysia,1985,31772244237,
Malaysia,1986,28243103020,
Malaysia,1987,32181695659,
Malaysia,1988,35271881996,
Malaysia,1989,38848565930,
Malaysia,1990,44024178270,
Malaysia,1991,49133852000,
Malaysia,1992,59151288903,
Malaysia,1993,66894450252,
Malaysia,1994,74480816088,
Malaysia,1995,88832452512,
Malaysia,1996,1.00852E+11,
Malaysia,1997,1.00169E+11,
Malaysia,1998,72175310308,
Malaysia,1999,79148423191,
Malaysia,2000,93789736842,
Malaysia,2001,92783947368,
Malaysia,2002,1.00846E+11,
Malaysia,2003,1.10202E+11,
Malaysia,2004,1.24749E+11,
Malaysia,2005,1.43533E+11,
Malaysia,2006,1.62692E+11,
Malaysia,2007,1.93553E+11,
Malaysia,2008,2.30988E+11,
Malaysia,2009,2.02251E+11,
Malaysia,2010,2.46823E+11,
Malaysia,2011,2.87934E+11,
Malaysia,2012,3.03526E+11,
Maldives,1980,42463576.16,
Maldives,1981,44781456.95,
Maldives,1982,47935843.79,
Maldives,1983,57829787.23,
Maldives,1984,109503546.1,
Maldives,1985,127154929.6,
Maldives,1986,141902097.9,
Maldives,1987,141268980.5,
Maldives,1988,168610478.4,
Maldives,1989,189535398.2,
Maldives,1990,215089005.2,
Maldives,1991,244468292.7,
Maldives,1992,284853358.6,
Maldives,1993,322326642.3,
Maldives,1994,355884383.1,
Maldives,1995,398988955,
Maldives,1996,450382328,
Maldives,1997,508223603.2,
Maldives,1998,540096400.2,
Maldives,1999,589239757,
Maldives,2000,624337143.6,
Maldives,2001,802442810.5,
Maldives,2002,828240882.5,
Maldives,2003,949867661.8,
Maldives,2004,1075605492,
Maldives,2005,992473987.3,
Maldives,2006,1303375806,
Maldives,2007,1541978559,
Maldives,2008,1891633531,
Maldives,2009,1984639641,
Maldives,2010,2134104884,
Maldives,2011,2153636963,
Maldives,2012,2222429330,
Mali,1967,275494477.8,
Mali,1968,343771973.2,
Mali,1969,339913866.8,
Mali,1970,359772315,
Mali,1971,430096742,
Mali,1972,486617279.4,
Mali,1973,563683703,
Mali,1974,538747340.6,
Mali,1975,830710614,
Mali,1976,939228016,
Mali,1977,1049838550,
Mali,1978,1222702572,
Mali,1979,1595422954,
Mali,1980,1787338105,
Mali,1981,1493651106,
Mali,1982,1327378900,
Mali,1983,1294458070,
Mali,1984,1311342831,
Mali,1985,1313685008,
Mali,1986,1678328289,
Mali,1987,1931545340,
Mali,1988,1947794155,
Mali,1989,2007784673,
Mali,1990,2421172497,
Mali,1991,2422840269,
Mali,1992,2852581755,
Mali,1993,2677966905,
Mali,1994,1762703059,
Mali,1995,2466160215,
Mali,1996,2619086428,
Mali,1997,2475185559,
Mali,1998,2596828336,
Mali,1999,2570429655,
Mali,2000,2422482318,
Mali,2001,2629739067,
Mali,2002,3342824260,
Mali,2003,4362439887,
Mali,2004,4874178417,
Mali,2005,5305317555,
Mali,2006,6122644015,
Mali,2007,7145394015,
Mali,2008,8737687353,
Mali,2009,8964480570,
Mali,2010,9422267260,
Mali,2011,10656395534,
Mali,2012,10308146676,
Malta,1970,250728829.1,
Malta,1971,264578308.9,
Malta,1972,295106775,
Malta,1973,345616069.5,
Malta,1974,376081181.8,
Malta,1975,474618292.7,
Malta,1976,527936892.8,
Malta,1977,625563347.4,
Malta,1978,793673674.5,
Malta,1979,1001288245,
Malta,1980,1250199056,
Malta,1981,1243509858,
Malta,1982,1234474742,
Malta,1983,1165730173,
Malta,1984,1101807301,
Malta,1985,1117797225,
Malta,1986,1435038037,
Malta,1987,1751293216,
Malta,1988,2019503791,
Malta,1989,2118655300,
Malta,1990,2547330284,
Malta,1991,2750215016,
Malta,1992,3021944632,
Malta,1993,2709194766,
Malta,1994,2998504392,
Malta,1995,3599683395,
Malta,1996,3671827861,
Malta,1997,3633464750,
Malta,1998,3809619584,
Malta,1999,3907947937,
Malta,2000,3957418083,
Malta,2001,3917620728,
Malta,2002,4296164768,
Malta,2003,5119621569,
Malta,2004,5643525282,
Malta,2005,5980795756,
Malta,2006,6390123590,
Malta,2007,7513834700,
Malta,2008,8554293727,
Malta,2009,8099400961,
Malta,2010,8163841060,
Malta,2011,9151793161,
Malta,2012,8721923077,
Marshall Islands,1981,31020000,
Marshall Islands,1982,34918000,
Marshall Islands,1983,41749000,
Marshall Islands,1984,45144000,
Marshall Islands,1985,43879000,
Marshall Islands,1986,55989000,
Marshall Islands,1987,62983000,
Marshall Islands,1988,70688000,
Marshall Islands,1989,72798000,
Marshall Islands,1990,78476000,
Marshall Islands,1991,82507000,
Marshall Islands,1992,91063000,
Marshall Islands,1993,99461000,
Marshall Islands,1994,108071000,
Marshall Islands,1995,120230000,
Marshall Islands,1996,110858000,
Marshall Islands,1997,106289109.3,
Marshall Islands,1998,108702068,
Marshall Islands,1999,107978893.1,
Marshall Islands,2000,110937729.4,
Marshall Islands,2001,115152142.7,
Marshall Islands,2002,124735071.9,
Marshall Islands,2003,126887585.5,
Marshall Islands,2004,131106365.5,
Marshall Islands,2005,137556822.8,
Marshall Islands,2006,143352031.2,
Marshall Islands,2007,149739017.4,
Marshall Islands,2008,152565763.2,
Marshall Islands,2009,151560778.4,
Marshall Islands,2010,162935849.8,
Marshall Islands,2011,173700000,
Marshall Islands,2012,186901200,
Mauritania,1960,92609221.8,
Mauritania,1961,107726181.2,
Mauritania,1962,111148586.4,
Mauritania,1963,113797357,
Mauritania,1964,151897168,
Mauritania,1965,172767212.6,
Mauritania,1966,180340653.8,
Mauritania,1967,191221777.8,
Mauritania,1968,210695184.3,
Mauritania,1969,199643443.9,
Mauritania,1970,209348253.1,
Mauritania,1971,227051055.6,
Mauritania,1972,265009395.8,
Mauritania,1973,333731875.2,
Mauritania,1974,414772351.1,
Mauritania,1975,475916514.1,
Mauritania,1976,524407932.3,
Mauritania,1977,540635390.2,
Mauritania,1978,544424605.1,
Mauritania,1979,644070364.5,
Mauritania,1980,709041451.7,
Mauritania,1981,747994681.1,
Mauritania,1982,750214410,
Mauritania,1983,788371855.4,
Mauritania,1984,726937320.3,
Mauritania,1985,683193885,
Mauritania,1986,802890746.8,
Mauritania,1987,909820553.1,
Mauritania,1988,957377507.4,
Mauritania,1989,981529400.6,
Mauritania,1990,1019600770,
Mauritania,1991,1443688856,
Mauritania,1992,1464392409,
Mauritania,1993,1249945002,
Mauritania,1994,1315932678,
Mauritania,1995,1415296645,
Mauritania,1996,1442598430,
Mauritania,1997,1401946882,
Mauritania,1998,1375114088,
Mauritania,1999,1405662578,
Mauritania,2000,1293653473,
Mauritania,2001,1295536829,
Mauritania,2002,1324424463,
Mauritania,2003,1563072653,
Mauritania,2004,1833445283,
Mauritania,2005,2184444849,
Mauritania,2006,3040718541,
Mauritania,2007,3356758534,
Mauritania,2008,3790240831,
Mauritania,2009,3027020112,
Mauritania,2010,3671380305,
Mauritania,2011,4273232648,
Mauritania,2012,4199051817,
Mauritius,1976,706988627.7,
Mauritius,1977,827093630.3,
Mauritius,1978,1019634978,
Mauritius,1979,1216227805,
Mauritius,1980,1136544231,
Mauritius,1981,1147187568,
Mauritius,1982,1082934402,
Mauritius,1983,1094857360,
Mauritius,1984,1044926097,
Mauritius,1985,1080643202,
Mauritius,1986,1469050658,
Mauritius,1987,1888752207,
Mauritius,1988,2143480497,
Mauritius,1989,2191101651,
Mauritius,1990,2653485952,
Mauritius,1991,2856889162,
Mauritius,1992,3224265824,
Mauritius,1993,3263363788,
Mauritius,1994,3558143642,
Mauritius,1995,4040342060,
Mauritius,1996,4421952121,
Mauritius,1997,4187375888,
Mauritius,1998,4169672974,
Mauritius,1999,4291171396,
Mauritius,2000,4582562398,
Mauritius,2001,4536544699,
Mauritius,2002,4767303153,
Mauritius,2003,5609836354,
Mauritius,2004,6385691315,
Mauritius,2005,6283796155,
Mauritius,2006,6507098599,
Mauritius,2007,7792060060,
Mauritius,2008,9641063862,
Mauritius,2009,8834647745,
Mauritius,2010,9718331363,
Mauritius,2011,11241885393,
Mauritius,2012,10492013574,
Mexico,1960,13056164925,
Mexico,1961,14153954349,
Mexico,1962,15221053213,
Mexico,1963,16936337668,
Mexico,1964,20070134741,
Mexico,1965,21829715344,
Mexico,1966,24337233447,
Mexico,1967,26556372081,
Mexico,1968,29363632834,
Mexico,1969,32515754314,
Mexico,1970,35541711470,
Mexico,1971,39200879416,
Mexico,1972,45178119327,
Mexico,1973,55271303176,
Mexico,1974,71976542927,
Mexico,1975,88003982689,
Mexico,1976,89023916067,
Mexico,1977,81825780564,
Mexico,1978,1.02517E+11,
Mexico,1979,1.3454E+11,
Mexico,1980,1.94357E+11,
Mexico,1981,2.50083E+11,
Mexico,1982,1.73721E+11,
Mexico,1983,1.48867E+11,
Mexico,1984,1.75632E+11,
Mexico,1985,1.84473E+11,
Mexico,1986,1.2944E+11,
Mexico,1987,1.40264E+11,
Mexico,1988,1.83144E+11,
Mexico,1989,2.22977E+11,
Mexico,1990,2.6271E+11,
Mexico,1991,3.14454E+11,
Mexico,1992,3.63609E+11,
Mexico,1993,4.03196E+11,
Mexico,1994,4.21725E+11,
Mexico,1995,2.86698E+11,
Mexico,1996,3.32909E+11,
Mexico,1997,4.0148E+11,
Mexico,1998,4.21215E+11,
Mexico,1999,4.81202E+11,
Mexico,2000,5.81426E+11,
Mexico,2001,6.22093E+11,
Mexico,2002,6.49076E+11,
Mexico,2003,7.00325E+11,
Mexico,2004,7.59777E+11,
Mexico,2005,8.48947E+11,
Mexico,2006,9.52148E+11,
Mexico,2007,1.03588E+12,
Mexico,2008,1.09229E+12,
Mexico,2009,8.83741E+11,
Mexico,2010,1.03494E+12,
Mexico,2011,1.15765E+12,
Mexico,2012,1.17796E+12,
Moldova,1990,3592856080,
Moldova,1991,3094567110,
Moldova,1992,2319243407,
Moldova,1993,2371812924,
Moldova,1994,1702314353,
Moldova,1995,1752995314,
Moldova,1996,1695130484,
Moldova,1997,1930071445,
Moldova,1998,1639497207,
Moldova,1999,1170785048,
Moldova,2000,1288420223,
Moldova,2001,1480656884,
Moldova,2002,1661818168,
Moldova,2003,1980901554,
Moldova,2004,2598231467,
Moldova,2005,2988172424,
Moldova,2006,3408454198,
Moldova,2007,4402495921,
Moldova,2008,6054806101,
Moldova,2009,5439422031,
Moldova,2010,5811622394,
Moldova,2011,7015201446,
Moldova,2012,7254113625,
Monaco,1970,293073868,
Monaco,1971,327651488,
Monaco,1972,402460333.2,
Monaco,1973,523552815.1,
Monaco,1974,563939670.7,
Monaco,1975,711922994.2,
Monaco,1976,735339911.9,
Monaco,1977,811250927.4,
Monaco,1978,1000535735,
Monaco,1979,1209898293,
Monaco,1980,1378130996,
Monaco,1981,1205166026,
Monaco,1982,1143229072,
Monaco,1983,1092551781,
Monaco,1984,1037314956,
Monaco,1985,1082851077,
Monaco,1986,1515209588,
Monaco,1987,1839095595,
Monaco,1988,2000674667,
Monaco,1989,2010116851,
Monaco,1990,2481316054,
Monaco,1991,2480497548,
Monaco,1992,2737066956,
Monaco,1993,2574439973,
Monaco,1994,2720297739,
Monaco,1995,3130270919,
Monaco,1996,3137848783,
Monaco,1997,2840182192,
Monaco,1998,2934578789,
Monaco,1999,2906009308,
Monaco,2000,2647883820,
Monaco,2001,2671401083,
Monaco,2002,2905973022,
Monaco,2003,3588988601,
Monaco,2004,4110348444,
Monaco,2005,4280072626,
Monaco,2006,4663488363,
Monaco,2007,5974371696,
Monaco,2008,6919241412,
Monaco,2009,5557579883,
Monaco,2010,5350993377,
Monaco,2011,6074506533,
Mongolia,1981,2310099115,
Mongolia,1982,2552401920,
Mongolia,1983,2725736619,
Mongolia,1984,2098734592,
Mongolia,1985,2186505472,
Mongolia,1986,2896178859,
Mongolia,1987,3020611584,
Mongolia,1988,3204461568,
Mongolia,1989,3576966795,
Mongolia,1990,2560785663,
Mongolia,1991,2379018323,
Mongolia,1992,1317611863,
Mongolia,1993,768401665.8,
Mongolia,1994,925817089.5,
Mongolia,1995,1452165053,
Mongolia,1996,1345719435,
Mongolia,1997,1180934217,
Mongolia,1998,1124440238,
Mongolia,1999,1057408608,
Mongolia,2000,1136896162,
Mongolia,2001,1267997923,
Mongolia,2002,1396555772,
Mongolia,2003,1595297301,
Mongolia,2004,1992066759,
Mongolia,2005,2523359941,
Mongolia,2006,3414053251,
Mongolia,2007,4234894168,
Mongolia,2008,5623236708,
Mongolia,2009,4583834427,
Mongolia,2010,6200357070,
Mongolia,2011,8761426371,
Mongolia,2012,10271393281,
Montenegro,2000,984279596.4,
Montenegro,2001,1159891560,
Montenegro,2002,1284504509,
Montenegro,2003,1707662608,
Montenegro,2004,2073255525,
Montenegro,2005,2257181943,
Montenegro,2006,2696020575,
Montenegro,2007,3668857104,
Montenegro,2008,4519731947,
Montenegro,2009,4157852772,
Montenegro,2010,4114780574,
Montenegro,2011,4501811520,
Montenegro,2012,4231452000,
Morocco,1960,2037154692,
Morocco,1961,2025693478,
Morocco,1962,2379611070,
Morocco,1963,2657252502,
Morocco,1964,2798345226,
Morocco,1965,2948325264,
Morocco,1966,2876395613,
Morocco,1967,3046339295,
Morocco,1968,3271415868,
Morocco,1969,3651615453,
Morocco,1970,3956328426,
Morocco,1971,4356633663,
Morocco,1972,5074117545,
Morocco,1973,6242177798,
Morocco,1974,7675408486,
Morocco,1975,8984824183,
Morocco,1976,9584323309,
Morocco,1977,11049896742,
Morocco,1978,13236854105,
Morocco,1979,15912133569,
Morocco,1980,18820809836,
Morocco,1981,15280300833,
Morocco,1982,15423825336,
Morocco,1983,13941571865,
Morocco,1984,12751251348,
Morocco,1985,12869611448,
Morocco,1986,16994563068,
Morocco,1987,18745983477,
Morocco,1988,22198388384,
Morocco,1989,22847197924,
Morocco,1990,25820725668,
Morocco,1991,27836559831,
Morocco,1992,28450632467,
Morocco,1993,26801064631,
Morocco,1994,30351265892,
Morocco,1995,32986182670,
Morocco,1996,36638763639,
Morocco,1997,33414747560,
Morocco,1998,40021694631,
Morocco,1999,39734023743,
Morocco,2000,37020609825,
Morocco,2001,37724674865,
Morocco,2002,40416114690,
Morocco,2003,49822651702,
Morocco,2004,56948015336,
Morocco,2005,59523857868,
Morocco,2006,65637107776,
Morocco,2007,75226318359,
Morocco,2008,88882967742,
Morocco,2009,90908402631,
Morocco,2010,90770671432,
Morocco,2011,99211339029,
Morocco,2012,95981572517,
Mozambique,1980,3526260657,
Mozambique,1981,3532145355,
Mozambique,1982,3615066121,
Mozambique,1983,3237772714,
Mozambique,1984,3372772211,
Mozambique,1985,4458235364,
Mozambique,1986,5243440332,
Mozambique,1987,2353864107,
Mozambique,1988,2093393515,
Mozambique,1989,2314103651,
Mozambique,1990,2512109505,
Mozambique,1991,2748955274,
Mozambique,1992,1968901450,
Mozambique,1993,2027650518,
Mozambique,1994,2162771442,
Mozambique,1995,2246791389,
Mozambique,1996,3241719399,
Mozambique,1997,3810025469,
Mozambique,1998,4324474017,
Mozambique,1999,4536278973,
Mozambique,2000,4310090792,
Mozambique,2001,4075049555,
Mozambique,2002,4201332885,
Mozambique,2003,4666197195,
Mozambique,2004,5697991241,
Mozambique,2005,6578515331,
Mozambique,2006,7095910828,
Mozambique,2007,8035635713,
Mozambique,2008,9891003405,
Mozambique,2009,9674035109,
Mozambique,2010,9274448732,
Mozambique,2011,12568440513,
Mozambique,2012,14587709350,
Namibia,1980,2168627165,
Namibia,1981,1950821649,
Namibia,1982,1803252394,
Namibia,1983,1928911229,
Namibia,1984,1625456906,
Namibia,1985,1355065230,
Namibia,1986,1527331131,
Namibia,1987,1934644161,
Namibia,1988,2128466758,
Namibia,1989,2169538573,
Namibia,1990,2350307670,
Namibia,1991,2492290811,
Namibia,1992,2837643689,
Namibia,1993,2846614325,
Namibia,1994,3251944750,
Namibia,1995,3503088568,
Namibia,1996,3491458688,
Namibia,1997,3635229894,
Namibia,1998,3398703727,
Namibia,1999,3385555873,
Namibia,2000,3908598123,
Namibia,2001,3546795054,
Namibia,2002,3361241961,
Namibia,2003,4931293712,
Namibia,2004,6606970843,
Namibia,2005,7261301442,
Namibia,2006,7978676470,
Namibia,2007,8811608767,
Namibia,2008,8829927125,
Namibia,2009,8859203056,
Namibia,2010,11065912279,
Namibia,2011,12623100410,
Namibia,2012,13072278943,
Nepal,1960,508334421.5,
Nepal,1961,531959569.3,
Nepal,1962,574091108,
Nepal,1963,496948970.4,
Nepal,1964,496098771.8,
Nepal,1965,735267082.7,
Nepal,1966,906811947.8,
Nepal,1967,841974025.4,
Nepal,1968,772230298.9,
Nepal,1969,788641969,
Nepal,1970,865975308.6,
Nepal,1971,882765470,
Nepal,1972,1024098810,
Nepal,1973,972103604.4,
Nepal,1974,1217953570,
Nepal,1975,1575789286,
Nepal,1976,1452789369,
Nepal,1977,1382400000,
Nepal,1978,1604162506,
Nepal,1979,1851250005,
Nepal,1980,1945916587,
Nepal,1981,2275583317,
Nepal,1982,2395425212,
Nepal,1983,2447174839,
Nepal,1984,2581215830,
Nepal,1985,2619913976,
Nepal,1986,2850780937,
Nepal,1987,2957252079,
Nepal,1988,3487009700,
Nepal,1989,3525228046,
Nepal,1990,3627559252,
Nepal,1991,3921476085,
Nepal,1992,3401211581,
Nepal,1993,3660041667,
Nepal,1994,4066775510,
Nepal,1995,4401104418,
Nepal,1996,4521580381,
Nepal,1997,4918691917,
Nepal,1998,4856255044,
Nepal,1999,5033642384,
Nepal,2000,5494252208,
Nepal,2001,6007061224,
Nepal,2002,6050875807,
Nepal,2003,6330476435,
Nepal,2004,7273933993,
Nepal,2005,8130258976,
Nepal,2006,9043715356,
Nepal,2007,10325618017,
Nepal,2008,12545438605,
Nepal,2009,12854834975,
Nepal,2010,15955711501,
Nepal,2011,18977262011,
Nepal,2012,19414664133,
Netherlands,1960,12276734172,
Netherlands,1961,13493833740,
Netherlands,1962,14647057370,
Netherlands,1963,15891241386,
Netherlands,1964,18699380731,
Netherlands,1965,21000586933,
Netherlands,1966,22867203317,
Netherlands,1967,25087562181,
Netherlands,1968,27817605743,
Netherlands,1969,31503868835,
Netherlands,1970,35352164120,
Netherlands,1971,41293859649,
Netherlands,1972,50674951936,
Netherlands,1973,66940722056,
Netherlands,1974,79171243545,
Netherlands,1975,93227605437,
Netherlands,1976,1.01714E+11,
Netherlands,1977,1.1882E+11,
Netherlands,1978,1.4533E+11,
Netherlands,1979,1.66429E+11,
Netherlands,1980,1.8077E+11,
Netherlands,1981,1.52038E+11,
Netherlands,1982,1.468E+11,
Netherlands,1983,1.42137E+11,
Netherlands,1984,1.33307E+11,
Netherlands,1985,1.33245E+11,
Netherlands,1986,1.8606E+11,
Netherlands,1987,2.26988E+11,
Netherlands,1988,2.42609E+11,
Netherlands,1989,2.39299E+11,
Netherlands,1990,2.94871E+11,
Netherlands,1991,3.03365E+11,
Netherlands,1992,3.36214E+11,
Netherlands,1993,3.27495E+11,
Netherlands,1994,3.5119E+11,
Netherlands,1995,4.18969E+11,
Netherlands,1996,4.1798E+11,
Netherlands,1997,3.86534E+11,
Netherlands,1998,4.02648E+11,
Netherlands,1999,4.11456E+11,
Netherlands,2000,3.85075E+11,
Netherlands,2001,4.00654E+11,
Netherlands,2002,4.37807E+11,
Netherlands,2003,5.38313E+11,
Netherlands,2004,6.0989E+11,
Netherlands,2005,6.38471E+11,
Netherlands,2006,6.77692E+11,
Netherlands,2007,7.82567E+11,
Netherlands,2008,8.70811E+11,
Netherlands,2009,7.96333E+11,
Netherlands,2010,7.74658E+11,
Netherlands,2011,8.36074E+11,
Netherlands,2012,7.72227E+11,
New Caledonia,1965,159594493.6,
New Caledonia,1966,164206537.6,
New Caledonia,1967,180036768.9,
New Caledonia,1968,215507164,
New Caledonia,1969,263108834.5,
New Caledonia,1970,358815681.9,
New Caledonia,1971,413634335.3,
New Caledonia,1972,505892512.9,
New Caledonia,1973,542294864.8,
New Caledonia,1974,637400199.1,
New Caledonia,1975,816647865.8,
New Caledonia,1976,798310509.7,
New Caledonia,1977,837616756.5,
New Caledonia,1978,846007597.7,
New Caledonia,1979,1047225130,
New Caledonia,1980,1182457143,
New Caledonia,1981,972563810.2,
New Caledonia,1982,904619629.8,
New Caledonia,1983,823832940.5,
New Caledonia,1984,796018978.5,
New Caledonia,1985,854823821.7,
New Caledonia,1986,1201262518,
New Caledonia,1987,1488113532,
New Caledonia,1988,2072735787,
New Caledonia,1989,2185072798,
New Caledonia,1990,2529310104,
New Caledonia,1991,2653781596,
New Caledonia,1992,2923764926,
New Caledonia,1993,3070161471,
New Caledonia,1994,3038727617,
New Caledonia,1995,3628440275,
New Caledonia,1996,3606968434,
New Caledonia,1997,3291489841,
New Caledonia,1998,3158806480,
New Caledonia,1999,3056999988,
New Caledonia,2000,2682347064,
New Zealand,1960,5485854792,
New Zealand,1961,5670064168,
New Zealand,1962,6077496268,
New Zealand,1963,6638937283,
New Zealand,1964,7274144351,
New Zealand,1965,5654463586,
New Zealand,1966,5863733231,
New Zealand,1967,5961418094,
New Zealand,1968,5180597621,
New Zealand,1969,5761588762,
